channel,week,month,cate,ci_lower,ci_upper
Paid Search,7,2,0.23137928810435532,-4.1585524531902065,4.621311029398915
Paid Search,8,2,0.23137928810435532,-4.1585524531902065,4.621311029398915
Paid Search,9,2,0.23137928810435532,-4.1585524531902065,4.621311029398915
Paid Search,10,3,0.6073966011995887,-3.1152521502410226,4.330045352640198
Paid Search,11,3,0.6073966011995887,-3.1152521502410226,4.330045352640198
Paid Search,12,3,0.6073966011995887,-3.1152521502410226,4.330045352640198
Paid Search,13,3,0.6073966011995887,-3.1152521502410226,4.330045352640198
Paid Search,14,4,0.3639673139022904,-2.8025239854095343,3.5304586132141127
Paid Search,15,4,0.3639673139022904,-2.8025239854095343,3.5304586132141127
Paid Search,16,4,0.3639673139022904,-2.8025239854095343,3.5304586132141127
Paid Search,17,4,0.3639673139022904,-2.8025239854095343,3.5304586132141127
Paid Search,18,4,0.3639673139022904,-2.8025239854095343,3.5304586132141127
Paid Search,19,5,0.2567856556293629,-2.664458357391453,3.178029668650177
Paid Search,20,5,0.2567856556293629,-2.664458357391453,3.178029668650177
Paid Search,21,5,0.2567856556293629,-2.664458357391453,3.178029668650177
Paid Search,22,5,0.2567856556293629,-2.664458357391453,3.178029668650177
Paid Search,23,6,-0.2378901460207673,-2.464951552947178,1.9891712609056424
Paid Search,24,6,-0.2378901460207673,-2.464951552947178,1.9891712609056424
Paid Search,25,6,-0.2378901460207673,-2.464951552947178,1.9891712609056424
Paid Search,26,6,-0.2378901460207673,-2.464951552947178,1.9891712609056424
Paid Search,27,7,0.47956673351069207,-3.041518863738481,4.0006523307598645
Paid Search,28,7,0.47956673351069207,-3.041518863738481,4.0006523307598645
Paid Search,29,7,0.47956673351069207,-3.041518863738481,4.0006523307598645
Paid Search,30,7,0.47956673351069207,-3.041518863738481,4.0006523307598645
Paid Search,31,7,0.47956673351069207,-3.041518863738481,4.0006523307598645
Paid Search,32,8,0.5851975013909835,-3.206109920551117,4.376504923333082
Paid Search,33,8,0.5851975013909835,-3.206109920551117,4.376504923333082
Paid Search,34,8,0.5851975013909835,-3.206109920551117,4.376504923333082
Paid Search,35,8,0.5851975013909835,-3.206109920551117,4.376504923333082
Paid Search,36,9,0.8572443065952609,-3.297577751942622,5.01206636513314
Paid Search,37,9,0.8572443065952609,-3.297577751942622,5.01206636513314
Paid Search,38,9,0.8572443065952609,-3.297577751942622,5.01206636513314
Paid Search,39,9,0.8572443065952609,-3.297577751942622,5.01206636513314
Paid Search,40,10,0.5593343034470353,-4.761764253800907,5.880432860694977
Paid Search,41,10,0.5593343034470353,-4.761764253800907,5.880432860694977
Paid Search,42,10,0.5593343034470353,-4.761764253800907,5.880432860694977
Paid Search,43,10,0.5593343034470353,-4.761764253800907,5.880432860694977
Paid Search,44,10,0.5593343034470353,-4.761764253800907,5.880432860694977
Paid Search,45,11,0.5593343034470353,-4.761764253800907,5.880432860694977
Paid Search,46,11,0.5593343034470353,-4.761764253800907,5.880432860694977
Paid Search,47,11,0.5593343034470353,-4.761764253800907,5.880432860694977
Paid Search,48,11,0.5593343034470353,-4.761764253800907,5.880432860694977
Paid Search,49,12,0.3415416219404604,-4.920468273322971,5.603551517203889
Paid Search,50,12,0.3415416219404604,-4.920468273322971,5.603551517203889
Paid Search,51,12,0.3415416219404604,-4.920468273322971,5.603551517203889
Paid Search,52,12,0.3415416219404604,-4.920468273322971,5.603551517203889
Social,1,1,2.131075933734141,1.129689863274661,3.1324620041936218
Social,2,1,2.131075933734141,1.129689863274661,3.1324620041936218
Social,3,1,2.131075933734141,1.129689863274661,3.1324620041936218
Social,4,1,2.131075933734141,1.129689863274661,3.1324620041936218
Social,5,1,2.131075933734141,1.129689863274661,3.1324620041936218
Social,6,2,2.122021113060032,1.1265785674284468,3.117463658691619
Social,7,2,2.122021113060032,1.1265785674284468,3.117463658691619
Social,8,2,2.122021113060032,1.1265785674284468,3.117463658691619
Social,9,2,2.122021113060032,1.1265785674284468,3.117463658691619
Social,10,3,2.278937069658471,1.4308228000683372,3.1270513392486063
Social,11,3,2.278937069658471,1.4308228000683372,3.1270513392486063
Social,12,3,2.278937069658471,1.4308228000683372,3.1270513392486063
Social,13,3,2.278937069658471,1.4308228000683372,3.1270513392486063
Social,14,4,2.5472452901926066,1.5291625369224677,3.5653280434627437
Social,15,4,2.5472452901926066,1.5291625369224677,3.5653280434627437
Social,16,4,2.5472452901926066,1.5291625369224677,3.5653280434627437
Social,17,4,2.5472452901926066,1.5291625369224677,3.5653280434627437
Social,18,4,2.5472452901926066,1.5291625369224677,3.5653280434627437
Social,19,5,2.5717514484031607,1.5576265291749167,3.5858763676314087
Social,20,5,2.5717514484031607,1.5576265291749167,3.5858763676314087
Social,21,5,2.5717514484031607,1.5576265291749167,3.5858763676314087
Social,22,5,2.5717514484031607,1.5576265291749167,3.5858763676314087
Social,23,6,2.547082810329098,1.5245751066751518,3.569590513983044
Social,24,6,2.547082810329098,1.5245751066751518,3.569590513983044
Social,25,6,2.547082810329098,1.5245751066751518,3.569590513983044
Social,26,6,2.547082810329098,1.5245751066751518,3.569590513983044
Social,27,7,2.8118501357006034,1.9445843420912718,3.679115929309933
Social,28,7,2.8118501357006034,1.9445843420912718,3.679115929309933
Social,29,7,2.8118501357006034,1.9445843420912718,3.679115929309933
Social,30,7,2.8118501357006034,1.9445843420912718,3.679115929309933
Social,31,7,2.8118501357006034,1.9445843420912718,3.679115929309933
Social,32,8,2.8037519991867907,1.90471311215388,3.7027908862196997
Social,33,8,2.8037519991867907,1.90471311215388,3.7027908862196997
Social,34,8,2.8037519991867907,1.90471311215388,3.7027908862196997
Social,35,8,2.8037519991867907,1.90471311215388,3.7027908862196997
Social,36,9,2.8633801004441253,1.9311755728203854,3.7955846280678656
Social,37,9,2.8633801004441253,1.9311755728203854,3.7955846280678656
Social,38,9,2.8633801004441253,1.9311755728203854,3.7955846280678656
Social,39,9,2.8633801004441253,1.9311755728203854,3.7955846280678656
Social,40,10,3.132195039823586,1.8971597978178303,4.367230281829337
Social,41,10,3.132195039823586,1.8971597978178303,4.367230281829337
Social,42,10,3.132195039823586,1.8971597978178303,4.367230281829337
Social,43,10,3.132195039823586,1.8971597978178303,4.367230281829337
Social,44,10,3.132195039823586,1.8971597978178303,4.367230281829337
Social,45,11,3.132195039823586,1.8971597978178303,4.367230281829337
Social,46,11,3.132195039823586,1.8971597978178303,4.367230281829337
Social,47,11,3.132195039823586,1.8971597978178303,4.367230281829337
Social,48,11,3.132195039823586,1.8971597978178303,4.367230281829337
Social,49,12,2.901287991540013,1.8918771403559074,3.9106988427241203
Social,50,12,2.901287991540013,1.8918771403559074,3.9106988427241203
Social,51,12,2.901287991540013,1.8918771403559074,3.9106988427241203
Social,52,12,2.901287991540013,1.8918771403559074,3.9106988427241203
