week,TV Broadcast,TV Cable,TV Streaming,Paid Search,Social,Display
34,-0.03776111261436856,0.0930622655177478,-1.3065418254947305,-0.6656635974997986,0.42394903168844267,-1.0717178121108109
35,-0.038505820546764984,0.0769013350598706,-1.4144693625933937,-0.14403843007376665,0.3562098589570637,-1.345305067426206
36,-0.025298545352735707,0.060430785490255004,-1.4983220470370309,0.30919017458892334,0.31668563159851837,-1.3826103029671974
37,0.031154231796858955,0.047770531589657564,-1.1758297362992982,-0.015350333507846295,0.3263822787650525,-1.0364095828899071
38,0.06898155766616526,0.010801140466899325,-0.7338392337622702,0.4253225165539239,0.33574104184447806,-0.9076901075675559
39,0.1101699929631096,-0.034772468380691236,-0.21837524866447325,0.15686158726095945,0.3491447414001609,-0.9405747150703094
40,0.10691014820650853,-0.11663233788196828,0.1945509890685494,0.2826410397532461,0.3761816864369391,-0.9913628597581366
41,0.08123567063753884,-0.12008908326973033,0.23992711203078299,0.009843110429677357,0.3872111886105158,-1.0865809426799375
42,0.08419197038871648,-0.10517605871155404,0.5216042713382674,0.42453648594812987,0.4138294076427765,-1.1523548833779726
43,0.06938956650438644,-0.09958454867818324,0.8218151290989395,0.5059634739487551,0.3911600334041765,-1.2178141163575649
44,0.04097407648163626,-0.1049465990117904,0.9499304496154015,0.42100522897764026,0.3597538815386272,-1.3485658258095168
45,0.03363549743231847,-0.09904377702809439,1.0083352640671996,-0.2802931924133443,0.3853689007101865,-1.4452551340383344
46,0.07461480874250799,-0.06048841458962651,1.375051614222435,-0.49291066512468384,0.5229622522225417,-1.4036467978121572
47,0.0659265889202471,-0.04801356246207121,1.5194165896221352,-0.3302128858060587,0.5376344450878762,-1.3621380301961221
48,0.0847762919785258,-0.06149208186538471,1.4846573400660008,-0.12534338781348917,0.5215979195967247,-1.3883959455704276
49,0.08630076154111244,-0.06100714499722788,1.4684249522069404,-0.04311452319046264,0.5366002445769154,-1.381476460721648
50,0.09895521192712281,-0.05387197483916889,1.4961521201932195,-0.08984687361219851,0.5709215435815312,-1.3603051119931724
51,0.09282178334987998,-0.05779226492587423,1.4520966141872584,-0.09200975179414064,0.5663659095837438,-1.3855524602284557
52,0.08507030860150608,-0.06313273222133609,1.3849014400622173,-0.10562117308995458,0.5565987916785055,-1.4104176776996045
