week,month,channel,coefficient,spend,roas
12,3,Display,1.6961470181479414,30436.72,1.6961470181479414
13,3,TV Broadcast,-0.03186996341459691,87354.59,-0.03186996341459691
13,3,TV Cable,-0.035211205585124306,56822.29,-0.035211205585124306
13,3,TV Streaming,-1.8063523714320857,14497.52,-1.8063523714320857
13,3,Paid Search,2.019583985768575,52280.63,2.019583985768575
13,3,Social,1.2487035343170214,39767.29,1.2487035343170214
13,3,Display,1.5844977833417904,28037.42,1.5844977833417904
14,4,TV Broadcast,-0.06261201024641622,77947.99,-0.06261201024641622
14,4,TV Cable,-0.06269219980279407,40198.77,-0.06269219980279407
14,4,TV Streaming,-1.73917280674043,11902.35,-1.73917280674043
14,4,Paid Search,1.3262024040517633,62203.67,1.3262024040517633
14,4,Social,1.1669280654468985,39472.35,1.1669280654468985
14,4,Display,1.4586751704955854,27833.29,1.4586751704955854
15,4,TV Broadcast,-0.09325834213129434,15671.66,-0.09325834213129434
15,4,TV Cable,-0.0864108441083234,3332.19,-0.0864108441083234
15,4,TV Streaming,-1.6350946639452384,9373.81,-1.6350946639452384
15,4,Paid Search,0.4705938682548914,57147.19,0.4705938682548914
15,4,Social,1.0843179691437428,32577.52,1.0843179691437428
15,4,Display,1.3368143831161137,30110.49,1.3368143831161137
16,4,TV Broadcast,-0.08516518379361553,70919.18,-0.08516518379361553
16,4,TV Cable,-0.07703863393757532,44699.96,-0.07703863393757532
16,4,TV Streaming,-1.4156637348009204,8785.64,-1.4156637348009204
16,4,Paid Search,-0.3744515656311241,56898.48,-0.3744515656311241
16,4,Social,1.019599735323568,29525.96,1.019599735323568
16,4,Display,1.2031518757097648,27255.09,1.2031518757097648
17,4,TV Broadcast,-0.07765806950932422,69895.19,-0.07765806950932422
17,4,TV Cable,-0.06754473815046017,51043.74,-0.06754473815046017
17,4,TV Streaming,-1.2120540469206629,10400.19,-1.2120540469206629
17,4,Paid Search,-1.2231265203507156,52370.94,-1.2231265203507156
17,4,Social,0.9515867059427813,36939.01,0.9515867059427813
17,4,Display,1.0674064326604347,26265.25,1.0674064326604347
18,4,TV Broadcast,-0.08222482121362547,60371.09,-0.08222482121362547
18,4,TV Cable,-0.046808670870691536,46397.25,-0.046808670870691536
18,4,TV Streaming,-1.1509798133084936,9385.51,-1.1509798133084936
18,4,Paid Search,-2.6216653675114223,61507.76,-2.6216653675114223
18,4,Social,0.8540062225095986,37685.01,0.8540062225095986
18,4,Display,0.899498780881302,31779.18,0.899498780881302
19,5,TV Broadcast,-0.10606028550311312,61210.56,-0.10606028550311312
19,5,TV Cable,-0.025688334120296894,47945.54,-0.025688334120296894
19,5,TV Streaming,-1.344068493176593,13931.28,-1.344068493176593
19,5,Paid Search,-3.507793874833888,59107.85,-3.507793874833888
19,5,Social,0.7530702539817946,33707.0,0.7530702539817946
19,5,Display,0.7928538794537859,6887.4,0.7928538794537859
20,5,TV Broadcast,-0.12870130999818177,68361.42,-0.12870130999818177
20,5,TV Cable,-0.004562484470774032,47748.93,-0.004562484470774032
20,5,TV Streaming,-1.532673354923962,14963.62,-1.532673354923962
20,5,Paid Search,-4.406607247928822,53998.38,-4.406607247928822
20,5,Social,0.6543355375968825,36166.71,0.6543355375968825
20,5,Display,0.7092497633969154,26795.1,0.7092497633969154
21,5,TV Broadcast,-0.15451016457257039,78343.52,-0.15451016457257039
21,5,TV Cable,0.01700890851280682,50671.69,0.01700890851280682
21,5,TV Streaming,-1.7095608585852449,10046.98,-1.7095608585852449
21,5,Paid Search,-5.40054724999702,58931.12,-5.40054724999702
21,5,Social,0.5492597038406749,37738.17,0.5492597038406749
21,5,Display,0.6235659719565755,30784.76,0.6235659719565755
22,5,TV Broadcast,-0.18214619417522138,76847.49,-0.18214619417522138
22,5,TV Cable,0.04582299369119275,52677.28,0.04582299369119275
22,5,TV Streaming,-2.154329414515363,9398.18,-2.154329414515363
22,5,Paid Search,-6.1210840044084005,53098.23,-6.1210840044084005
22,5,Social,0.43432270542291446,35196.57,0.43432270542291446
22,5,Display,0.6091562018287024,26890.76,0.6091562018287024
23,6,TV Broadcast,-0.19338536905831183,5163.98,-0.19338536905831183
23,6,TV Cable,0.03397642356628243,2750.22,0.03397642356628243
23,6,TV Streaming,-1.9795733090413419,8994.65,-1.9795733090413419
23,6,Paid Search,-5.458053017975279,63042.89,-5.458053017975279
23,6,Social,0.42056552607737924,5496.14,0.42056552607737924
23,6,Display,0.6490536770718149,31097.77,0.6490536770718149
24,6,TV Broadcast,-0.17295363182024076,57834.05,-0.17295363182024076
24,6,TV Cable,0.04756022894099753,5310.66,0.04756022894099753
24,6,TV Streaming,-1.6868339294953218,7878.95,-1.6868339294953218
24,6,Paid Search,-5.112992611979494,55944.61,-5.112992611979494
24,6,Social,0.4654400311556358,27098.35,0.4654400311556358
24,6,Display,0.6815362445232961,32997.96,0.6815362445232961
25,6,TV Broadcast,-0.15692332146560703,62347.33,-0.15692332146560703
25,6,TV Cable,0.047938652661565904,44846.22,0.047938652661565904
25,6,TV Streaming,-1.4574550163187405,9495.02,-1.4574550163187405
25,6,Paid Search,-4.79159450987167,54052.67,-4.79159450987167
25,6,Social,0.49765351406323005,26791.54,0.49765351406323005
25,6,Display,0.7379204066304879,30345.77,0.7379204066304879
26,6,TV Broadcast,-0.1286733464245529,65289.1,-0.1286733464245529
26,6,TV Cable,0.04620965987397706,40848.37,0.04620965987397706
26,6,TV Streaming,-1.0878272340252741,8716.35,-1.0878272340252741
26,6,Paid Search,-4.23001349835969,56949.5,-4.23001349835969
26,6,Social,0.5726137596675087,30108.54,0.5726137596675087
26,6,Display,0.7611310533841982,25380.92,0.7611310533841982
27,7,TV Broadcast,-0.12602999436538032,64347.17,-0.12602999436538032
27,7,TV Cable,0.036053780968240016,40377.76,0.036053780968240016
27,7,TV Streaming,-1.1855255590290803,8352.92,-1.1855255590290803
27,7,Paid Search,-3.640171705939932,61665.26,-3.640171705939932
27,7,Social,0.5679654622319974,33928.59,0.5679654622319974
27,7,Display,0.6812608435928437,32138.61,0.6812608435928437
28,7,TV Broadcast,-0.1088627331025138,63666.4,-0.1088627331025138
28,7,TV Cable,0.03886947444333255,37309.93,0.03886947444333255
28,7,TV Streaming,-0.9389550641428941,7562.61,-0.9389550641428941
28,7,Paid Search,-3.7331168635926044,57805.68,-3.7331168635926044
28,7,Social,0.5800855303284929,32148.83,0.5800855303284929
28,7,Display,0.5121425008884506,31061.54,0.5121425008884506
29,7,TV Broadcast,-0.10674791787346408,63714.73,-0.10674791787346408
29,7,TV Cable,0.029471527663886426,35645.22,0.029471527663886426
29,7,TV Streaming,-1.0196802813266443,12985.59,-1.0196802813266443
29,7,Paid Search,-3.670657201514597,54170.27,-3.670657201514597
29,7,Social,0.5596569339994666,30473.02,0.5596569339994666
29,7,Display,0.4053038622123689,32899.98,0.4053038622123689
30,7,TV Broadcast,-0.08366420603464716,54714.69,-0.08366420603464716
30,7,TV Cable,0.04294590027724221,41171.28,0.04294590027724221
30,7,TV Streaming,-1.0588535208227663,10387.32,-1.0588535208227663
30,7,Paid Search,-3.1518828616584744,60310.77,-3.1518828616584744
30,7,Social,0.6016556796668364,5438.18,0.6016556796668364
30,7,Display,0.13009889158112467,25237.09,0.13009889158112467
31,7,TV Broadcast,-0.074775273902936,58451.93,-0.074775273902936
31,7,TV Cable,0.052250926002506165,4253.21,0.052250926002506165
31,7,TV Streaming,-1.2359140789956746,8824.45,-1.2359140789956746
31,7,Paid Search,-2.3993966225616083,55408.41,-2.3993966225616083
31,7,Social,0.5535395881073668,32701.5,0.5535395881073668
31,7,Display,-0.19653603315639925,24806.06,-0.19653603315639925
32,8,TV Broadcast,-0.051408786473768925,60322.29,-0.051408786473768925
32,8,TV Cable,0.10680465865304939,4070.02,0.10680465865304939
32,8,TV Streaming,-1.234902147962757,12490.2,-1.234902147962757
32,8,Paid Search,-1.5648455898477034,53091.95,-1.5648455898477034
32,8,Social,0.5327543201920117,34669.97,0.5327543201920117
32,8,Display,-0.47318124834284675,25971.65,-0.47318124834284675
33,8,TV Broadcast,-0.044269920438708976,70766.37,-0.044269920438708976
33,8,TV Cable,0.10026395486703292,41700.18,0.10026395486703292
33,8,TV Streaming,-1.267563150991071,12041.28,-1.267563150991071
33,8,Paid Search,-1.1047289048014284,53802.2,-1.1047289048014284
33,8,Social,0.47971300802128974,33656.42,0.47971300802128974
33,8,Display,-0.7712501521069051,25301.63,-0.7712501521069051
34,8,TV Broadcast,-0.03776111261436856,69611.74,-0.03776111261436856
34,8,TV Cable,0.0930622655177478,43221.65,0.0930622655177478
34,8,TV Streaming,-1.3065418254947305,12534.05,-1.3065418254947305
34,8,Paid Search,-0.6656635974997986,57446.06,-0.6656635974997986
34,8,Social,0.42394903168844267,37252.41,0.42394903168844267
34,8,Display,-1.0717178121108109,28859.68,-1.0717178121108109
35,8,TV Broadcast,-0.038505820546764984,59250.3,-0.038505820546764984
35,8,TV Cable,0.0769013350598706,52441.63,0.0769013350598706
35,8,TV Streaming,-1.4144693625933937,14913.16,-1.4144693625933937
35,8,Paid Search,-0.14403843007376665,57499.94,-0.14403843007376665
35,8,Social,0.3562098589570637,33321.89,0.3562098589570637
35,8,Display,-1.345305067426206,7103.27,-1.345305067426206
36,9,TV Broadcast,-0.025298545352735707,94267.61,-0.025298545352735707
36,9,TV Cable,0.060430785490255004,57382.02,0.060430785490255004
36,9,TV Streaming,-1.4983220470370309,16769.98,-1.4983220470370309
36,9,Paid Search,0.30919017458892334,54536.42,0.30919017458892334
36,9,Social,0.31668563159851837,47010.9,0.31668563159851837
36,9,Display,-1.3826103029671974,31858.54,-1.3826103029671974
37,9,TV Broadcast,0.031154231796858955,91472.36,0.031154231796858955
37,9,TV Cable,0.047770531589657564,61861.81,0.047770531589657564
37,9,TV Streaming,-1.1758297362992982,12457.03,-1.1758297362992982
37,9,Paid Search,-0.015350333507846295,52958.72,-0.015350333507846295
37,9,Social,0.3263822787650525,44323.92,0.3263822787650525
37,9,Display,-1.0364095828899071,32158.15,-1.0364095828899071
38,9,TV Broadcast,0.06898155766616526,76502.35,0.06898155766616526
38,9,TV Cable,0.010801140466899325,59723.93,0.010801140466899325
38,9,TV Streaming,-0.7338392337622702,13894.81,-0.7338392337622702
38,9,Paid Search,0.4253225165539239,60469.57,0.4253225165539239
38,9,Social,0.33574104184447806,39568.64,0.33574104184447806
38,9,Display,-0.9076901075675559,32125.97,-0.9076901075675559
39,9,TV Broadcast,0.1101699929631096,7746.07,0.1101699929631096
39,9,TV Cable,-0.034772468380691236,10622.25,-0.034772468380691236
39,9,TV Streaming,-0.21837524866447325,11041.02,-0.21837524866447325
39,9,Paid Search,0.15686158726095945,61381.7,0.15686158726095945
39,9,Social,0.3491447414001609,43348.28,0.3491447414001609
39,9,Display,-0.9405747150703094,26947.01,-0.9405747150703094
40,10,TV Broadcast,0.10691014820650853,96455.49,0.10691014820650853
40,10,TV Cable,-0.11663233788196828,6390.84,-0.11663233788196828
40,10,TV Streaming,0.1945509890685494,21845.47,0.1945509890685494
40,10,Paid Search,0.2826410397532461,60209.8,0.2826410397532461
40,10,Social,0.3761816864369391,44265.4,0.3761816864369391
40,10,Display,-0.9913628597581366,28384.95,-0.9913628597581366
41,10,TV Broadcast,0.08123567063753884,109649.99,0.08123567063753884
41,10,TV Cable,-0.12008908326973033,79080.15,-0.12008908326973033
41,10,TV Streaming,0.23992711203078299,20879.45,0.23992711203078299
41,10,Paid Search,0.009843110429677357,63156.86,0.009843110429677357
41,10,Social,0.3872111886105158,45125.52,0.3872111886105158
41,10,Display,-1.0865809426799375,27852.13,-1.0865809426799375
42,10,TV Broadcast,0.08419197038871648,104983.45,0.08419197038871648
42,10,TV Cable,-0.10517605871155404,69556.48,-0.10517605871155404
42,10,TV Streaming,0.5216042713382674,14597.93,0.5216042713382674
42,10,Paid Search,0.42453648594812987,60219.92,0.42453648594812987
42,10,Social,0.4138294076427765,58453.5,0.4138294076427765
42,10,Display,-1.1523548833779726,26400.15,-1.1523548833779726
43,10,TV Broadcast,0.06938956650438644,102069.69,0.06938956650438644
43,10,TV Cable,-0.09958454867818324,75361.72,-0.09958454867818324
43,10,TV Streaming,0.8218151290989395,20767.53,0.8218151290989395
43,10,Paid Search,0.5059634739487551,59396.01,0.5059634739487551
43,10,Social,0.3911600334041765,45706.67,0.3911600334041765
43,10,Display,-1.2178141163575649,31126.45,-1.2178141163575649
44,10,TV Broadcast,0.04097407648163626,98359.64,0.04097407648163626
44,10,TV Cable,-0.1049465990117904,60553.17,-0.1049465990117904
44,10,TV Streaming,0.9499304496154015,12739.1,0.9499304496154015
44,10,Paid Search,0.42100522897764026,52427.04,0.42100522897764026
44,10,Social,0.3597538815386272,56490.33,0.3597538815386272
44,10,Display,-1.3485658258095168,27277.68,-1.3485658258095168
45,11,TV Broadcast,0.03363549743231847,135751.68,0.03363549743231847
45,11,TV Cable,-0.09904377702809439,95422.34,-0.09904377702809439
45,11,TV Streaming,1.0083352640671996,22519.22,1.0083352640671996
45,11,Paid Search,-0.2802931924133443,61644.24,-0.2802931924133443
45,11,Social,0.3853689007101865,71800.42,0.3853689007101865
45,11,Display,-1.4452551340383344,32440.23,-1.4452551340383344
46,11,TV Broadcast,0.07461480874250799,120482.99,0.07461480874250799
46,11,TV Cable,-0.06048841458962651,74877.65,-0.06048841458962651
46,11,TV Streaming,1.375051614222435,17744.95,1.375051614222435
46,11,Paid Search,-0.49291066512468384,54292.71,-0.49291066512468384
46,11,Social,0.5229622522225417,68344.82,0.5229622522225417
46,11,Display,-1.4036467978121572,25260.04,-1.4036467978121572
47,11,TV Broadcast,0.0659265889202471,28036.58,0.0659265889202471
47,11,TV Cable,-0.04801356246207121,95969.94,-0.04801356246207121
47,11,TV Streaming,1.5194165896221352,22536.11,1.5194165896221352
47,11,Paid Search,-0.3302128858060587,56852.09,-0.3302128858060587
47,11,Social,0.5376344450878762,58483.61,0.5376344450878762
47,11,Display,-1.3621380301961221,32826.61,-1.3621380301961221
48,11,TV Broadcast,0.0847762919785258,19700.52,0.0847762919785258
48,11,TV Cable,-0.06149208186538471,90493.58,-0.06149208186538471
48,11,TV Streaming,1.4846573400660008,15588.36,1.4846573400660008
48,11,Paid Search,-0.12534338781348917,52877.6,-0.12534338781348917
48,11,Social,0.5215979195967247,73903.15,0.5215979195967247
48,11,Display,-1.3883959455704276,32271.63,-1.3883959455704276
49,12,TV Broadcast,0.08630076154111244,115338.15,0.08630076154111244
49,12,TV Cable,-0.06100714499722788,71754.24,-0.06100714499722788
49,12,TV Streaming,1.4684249522069404,16602.86,1.4684249522069404
49,12,Paid Search,-0.04311452319046264,53878.38,-0.04311452319046264
49,12,Social,0.5366002445769154,60153.61,0.5366002445769154
49,12,Display,-1.381476460721648,28028.64,-1.381476460721648
50,12,TV Broadcast,0.09895521192712281,132323.59,0.09895521192712281
50,12,TV Cable,-0.05387197483916889,82868.76,-0.05387197483916889
50,12,TV Streaming,1.4961521201932195,18175.16,1.4961521201932195
50,12,Paid Search,-0.08984687361219851,56046.89,-0.08984687361219851
50,12,Social,0.5709215435815312,69640.73,0.5709215435815312
50,12,Display,-1.3603051119931724,31358.37,-1.3603051119931724
51,12,TV Broadcast,0.09282178334987998,116326.82,0.09282178334987998
51,12,TV Cable,-0.05779226492587423,87649.71,-0.05779226492587423
51,12,TV Streaming,1.4520966141872584,24948.24,1.4520966141872584
51,12,Paid Search,-0.09200975179414064,59318.49,-0.09200975179414064
51,12,Social,0.5663659095837438,69557.77,0.5663659095837438
51,12,Display,-1.3855524602284557,24763.88,-1.3855524602284557
52,12,TV Broadcast,0.08507030860150608,129465.56,0.08507030860150608
52,12,TV Cable,-0.06313273222133609,88902.44,-0.06313273222133609
52,12,TV Streaming,1.3849014400622173,23300.44,1.3849014400622173
52,12,Paid Search,-0.10562117308995458,58305.51,-0.10562117308995458
52,12,Social,0.5565987916785055,58348.31,0.5565987916785055
52,12,Display,-1.4104176776996045,32874.48,-1.4104176776996045
